Price,Close,High,Low,Open,Volume
Ticker,BA,BA,BA,BA,BA
Date,,,,,
2009-01-02,33.94108581542969,34.17361141131414,32.0883891657921,32.103391094041925,7010200
2009-01-05,34.63116455078125,35.11121777065838,33.60355657317453,34.12861272583719,6917400
2009-01-06,34.736167907714844,35.253721512610205,34.12860274093116,35.141208490912305,7180300
2009-01-07,33.57354736328125,34.21111646901581,33.13100047297622,33.828574433309996,6586200
2009-01-08,33.59606170654297,33.67857090988276,32.913489471631415,33.37853796343376,5477000
2009-01-09,33.341033935546875,33.86609015132836,32.95099225700424,33.60356061277452,5645100
2009-01-12,32.808475494384766,33.34103120243414,32.395929519236425,33.21351621157213,4989200
2009-01-13,31.848356246948242,32.71844784335378,31.35330418108517,32.53843047103514,6359400
2009-01-14,30.903276443481445,31.488337546778126,30.655748831270536,31.413330740164902,7354900
2009-01-15,30.723251342773438,31.20330169792211,29.635635647393944,30.805760534063204,8464900
2009-01-16,31.848356246948242,32.29090300744134,30.783245353643423,31.090777654235264,9310800
2009-01-20,30.273210525512695,32.058400622053924,30.1531979142266,31.563348242832987,9636800
2009-01-21,31.705862045288086,31.80337318526359,30.003181170502884,30.565740817449814,6933100
2009-01-22,31.698347091674805,32.06588717441138,30.880760614178325,31.30080601425938,6590800
2009-01-23,31.48833465576172,32.13340343418474,30.68574988111708,30.68574988111708,5755600
2009-01-26,32.26091003417969,32.83097191512704,31.548336974983762,31.84836698377007,4659200
2009-01-27,32.418434143066406,32.97349132342416,32.16340702034566,32.470939474686034,5218900
2009-01-28,32.433433532714844,33.303525495910485,32.073392913652185,32.60595144613092,8071100
2009-01-29,30.535724639892578,32.07338648274795,30.28069758829765,32.07338648274795,8446500
2009-01-30,31.735872268676758,31.87088683988846,30.475738178252136,30.57324647642855,9098000
2009-02-02,30.603239059448242,31.300813132900718,30.08568530163628,31.300813132900718,8107400
2009-02-03,31.57084846496582,31.825875627154073,30.573241287153234,31.090798009394153,7220800
2009-02-04,31.798137664794922,32.55577732979234,31.58599659328279,31.91178188044496,6729000
2009-02-05,32.36636734008789,32.66184634633974,30.77532231310459,31.631455941855158,9021100
2009-02-06,32.51789474487305,33.086124523510385,32.010277529903426,32.2148405970328,6334200
2009-02-09,32.42698287963867,32.896718746648055,32.15423208906339,32.42698287963867,5088300
2009-02-10,30.464683532714844,31.995115666086193,30.320733068498726,31.28293557815045,9999200
2009-02-11,30.555614471435547,30.881396925950956,30.19952284116316,30.691986976259933,6519300
2009-02-12,30.199520111083984,30.298014085265933,29.229742181188517,29.987381911460904,6028900
2009-02-13,30.669252395629883,31.2071758484115,30.22224489074347,30.22224489074347,5483500
2009-02-17,29.1160888671875,30.108597743013398,29.01759491397349,29.919187850767926,6949100
2009-02-18,28.775156021118164,29.37369208944659,28.608474359009957,29.37369208944659,6324500
2009-02-19,28.46451759338379,29.320651092057723,28.35087050509268,28.97213759354108,5466700
2009-02-20,27.509891510009766,28.184190208087294,26.7598271272146,27.828098715327783,10598900
2009-02-23,26.108261108398438,27.87356284387157,26.024920286185942,27.8281034253468,9519200
2009-02-24,26.85075569152832,27.146237665698255,25.676414482468495,26.093115828887566,10815100
2009-02-25,25.691560745239258,26.72195114487461,25.168790420497473,26.72195114487461,11683900
2009-02-26,24.782398223876953,26.22949018813753,24.729363666822895,26.13857421749723,8771600
2009-02-27,23.820186614990234,24.524790145893085,23.78988034093023,24.471755611370767,11789000
2009-03-02,22.35794448852539,23.486827304933207,22.21399256171067,23.456521027674178,13956800
2009-03-03,22.244298934936523,22.81252863024928,22.00942962041427,22.501896512418266,10433300
2009-03-04,22.964059829711914,23.32015142794476,22.054893020047746,22.623122817994016,11627500
2009-03-05,22.26702880859375,22.74434259642961,22.024584352269542,22.138230010536148,11675700
2009-03-06,22.804954528808594,22.880718785399253,22.26702960758961,22.43371126110566,13134300
2009-03-09,23.48682975769043,23.835343312067938,22.69888380766356,22.714036947875538,12407200
2009-03-10,25.009679794311523,25.01725780815892,23.729270019820664,23.805034262384574,11501700
2009-03-11,25.206674575805664,25.532459896242404,24.53995079326463,24.6914793197739,10823100
2009-03-12,25.479427337646484,25.570343304593983,24.53995271196741,25.009688579723708,6133200
2009-03-13,25.30516242980957,25.835507809043005,24.949070912182357,25.54760685750644,7434000
2009-03-16,25.630950927734375,26.487081657359216,25.290012504794166,25.562763243146332,7157200
2009-03-17,26.093109130859375,26.093109130859375,25.19909409122111,25.699136156597937,5270900
2009-03-18,25.570337295532227,26.327976919103552,24.623287766068067,25.979463385900534,15879900
2009-03-19,25.146059036254883,25.850664144580076,24.97938027794983,25.653679106522862,10427300
2009-03-20,24.661169052124023,25.38092726913258,24.65359392759723,25.168789100392882,11323000
2009-03-23,26.896215438842773,26.896215438842773,25.039997175593516,25.15364431238772,8223900
2009-03-24,27.350786209106445,27.820524804330496,26.38100852378153,26.42646793659319,8468300
2009-03-25,28.078121185302734,28.631197678896694,27.252294006612495,27.297750527351635,12446200
2009-03-26,29.290346145629883,29.305499284100684,27.964476876174015,28.275108989411336,9544600
2009-03-27,28.434215545654297,29.146398676529618,28.08570199531775,28.964563886260233,7329000
2009-03-30,26.91136360168457,28.01751691570522,26.600731427468737,27.752344165825683,10833800
2009-03-31,26.956819534301758,27.456861576565686,26.555268563426264,27.199263985692397,11549200
2009-04-01,26.85075569152832,26.971977953944172,25.9188590073002,26.15372840517885,9288800
2009-04-02,28.184200286865234,28.775158388164918,27.396254225021398,27.396254225021398,9449300
