Price,Close,High,Low,Open,Volume
Ticker,CSCO,CSCO,CSCO,CSCO,CSCO
Date,,,,,
2009-01-02,11.03271484375,11.058735994594645,10.570850583068411,10.674932704933466,40980600
2009-01-05,11.130290985107422,11.253887707877984,10.896105631215324,10.961157256269413,45480200
2009-01-06,11.57264232635498,11.696239068133817,11.227869529074368,11.273405301388333,58256600
2009-01-07,11.266898155212402,11.43603188216154,11.130290860805328,11.299424587754467,50246600
2009-01-08,11.410014152526855,11.429528775016577,11.058736058630632,11.208353954583423,46484600
2009-01-09,10.863580703735352,11.227868075854188,10.805034363835967,11.214857502375086,68118900
2009-01-12,10.668425559997559,10.91562148696126,10.427736160369086,10.850569861930994,54927700
2009-01-13,10.700948715209961,10.759495035728916,10.479774002306396,10.596866643344303,51933800
2009-01-14,10.239087104797363,10.55133343228708,10.148015569468683,10.473272470792958,50111800
2009-01-15,10.284626960754395,10.37569852679186,9.881307721182562,10.161028949162812,61814500
2009-01-16,10.29112434387207,10.6228864091105,10.082960202723916,10.551329520307263,66930700
2009-01-20,9.764213562011719,10.362686385797302,9.764213562011719,10.284624794048536,57808600
2009-01-21,10.213068008422852,10.252099115016726,9.790234225610893,9.965872654337351,56231900
2009-01-22,9.998397827148438,10.141511048242187,9.757707776441613,10.00490311455687,56676100
2009-01-23,10.336663246154785,10.4212301042985,9.75770581134546,9.783726335360585,56556900
2009-01-26,10.603375434875488,10.733478703339873,10.265108549851828,10.310644941965707,44634800
2009-01-27,10.883092880249023,11.058731860521165,10.596867772497717,10.687939284895288,50346800
2009-01-28,10.980672836303711,11.182333015696688,10.857076102715745,11.097765523497916,60146800
2009-01-29,10.362687110900879,10.86358313514407,10.278120225494428,10.86358313514407,53220800
2009-01-30,9.738192558288574,10.466767999590168,9.699161454121366,10.3496753074669,75292400
2009-02-02,9.959364891052246,10.056941696637928,9.647117996497308,9.666633233538803,55290500
2009-02-03,10.161026000976562,10.245592873744936,9.764212786028038,10.069953840984851,65932300
2009-02-04,10.30413818359375,10.512302390816807,10.004901825521467,10.226076605885103,95781900
2009-02-05,10.63590145111084,10.831055105321187,10.050438627344782,10.108984971759222,115564600
2009-02-06,11.084756851196289,11.117282048131958,10.544829152313055,10.681437709107666,62910000
2009-02-09,10.961156845092773,11.091258849563994,10.811538981610445,11.052228372298279,37624300
2009-02-10,10.440750122070312,11.013203187247457,10.3561838405649,10.792028308532256,69149100
2009-02-11,10.518811225891113,10.583862872782523,10.310646948444171,10.52531651465595,46279800
2009-02-12,10.538322448730469,10.551331779770935,10.167529217436009,10.388703974957355,57645800
2009-02-13,10.473273277282715,10.707457420554942,10.37569582714454,10.538324910708164,43639500
2009-02-17,9.946355819702148,10.252097474567202,9.939850532914356,10.200056421021443,47981100
2009-02-18,9.998397827148438,10.232582590446828,9.855284606054688,10.05043888565919,40630400
2009-02-19,9.783726692199707,10.095973612147935,9.764211453571146,10.056942514512563,42978400
2009-02-20,9.809744834899902,9.978878516282546,9.679642241674062,9.731683278964399,59376600
2009-02-23,9.341377258300781,9.985386344469356,9.30885206699323,9.887808909411932,51687900
2009-02-24,9.751201629638672,9.790232730271018,9.354388438371592,9.360893725206699,55486800
2009-02-25,9.6080904006958,9.842275176482744,9.347884473887477,9.705667235512431,56278900
2009-02-26,9.425944328308105,9.894314413924524,9.425944328308105,9.79023231053827,51007600
2009-02-27,9.477982521057129,9.6406109136374,9.302344179667042,9.302344179667042,76734300
2009-03-02,9.315357208251953,9.614593574346106,9.282832015285125,9.321862494996633,59924500
2009-03-03,9.360896110534668,9.582070335882884,9.341380245056346,9.425947134327041,62320000
2009-03-04,9.920333862304688,10.09597285797621,9.517015445298997,9.523520731148654,69574200
2009-03-05,9.464977264404297,9.81625474170445,9.438956733507188,9.7186772855565,67034500
2009-03-06,9.224286079406738,9.712171439820297,9.094182820327136,9.48449135680931,113692300
2009-03-09,8.859997749328613,9.386914192431403,8.853492462534906,9.107193064084885,78274900
2009-03-10,9.523520469665527,9.621097273218448,9.055150447779502,9.133212014697474,71743300
2009-03-11,9.770716667175293,9.887808718453297,9.44545979735526,9.62109818446139,55002400
2009-03-12,10.089469909667969,10.089469909667969,9.608089812074239,9.757707699010798,49609300
2009-03-13,10.089469909667969,10.206561980198822,9.920336160660979,10.056944093262263,43118900
2009-03-16,10.050436973571777,10.330158075134133,9.985385972998412,10.271611740353338,50265100
