Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2009-01-02,44.095218658447266,44.349074694110946,42.61529697998244,43.24183151070144,35803700
2009-01-05,44.08980178833008,44.51649522150597,43.5766916749304,43.895359106863324,43340100
2009-01-06,43.37144470214844,44.683930628135315,43.009562780250064,44.36525910299648,41906100
2009-01-07,42.264217376708984,43.31204721562195,41.89153478023545,42.80433517066053,35268800
2009-01-08,42.71791458129883,42.97717293696526,42.07517720507579,42.080579536861194,30817100
2009-01-09,41.896934509277344,42.804332511577606,41.794310816154756,42.604487456752445,32862000
2009-01-12,41.340614318847656,41.86992742208401,41.05435256208921,41.340614318847656,38112100
2009-01-13,42.08597946166992,42.312827956633264,41.2974079405317,41.2974079405317,47116500
2009-01-14,40.562843322753906,41.7565030887762,40.141552125425044,41.610673105382176,48040500
2009-01-15,41.40541458129883,41.427015657657975,39.97410220746021,40.34678052582053,55562200
2009-01-16,42.183197021484375,42.37223741686878,41.329809955724436,41.923942799463354,45528100
2009-01-20,41.2055778503418,42.469451229727774,41.04894323036501,41.632271307360455,42838600
2009-01-21,42.80972671508789,42.874538196736765,41.04894199667776,41.18397141114052,43317700
2009-01-22,42.25342559814453,42.62610415114703,41.36762844122258,41.96176143442131,40204700
2009-01-23,42.15079879760742,42.561289529977834,40.930131265459046,41.26500582617863,46022800
2009-01-26,42.453250885009766,43.30123551894976,42.058967267098446,42.496461290492704,42758400
2009-01-27,42.6260871887207,42.90154836497233,41.923936662817624,42.27500986538368,38508900
2009-01-28,42.804317474365234,42.993357799940284,41.664669070622736,42.86913306632098,45324700
2009-01-29,41.58906555175781,42.12918328619622,41.39462283769828,41.9023348267172,38945300
2009-01-30,41.30820083618164,42.60988226615193,41.048942543818384,42.26420729018143,51904600
2009-02-02,41.42164611816406,41.653896997087976,40.86532529954402,41.0813691788262,36113100
2009-02-03,42.194000244140625,42.47485966187095,41.41082703175251,41.50804839188444,39567300
2009-02-04,41.94554138183594,42.60988382654462,41.61606926442821,42.4262457916726,29602000
2009-02-05,43.0905876159668,43.166203761092554,41.281194221993346,41.89692804417212,39597400
2009-02-06,43.61170959472656,43.69313632217976,42.72145342871844,42.78116608608177,36404400
2009-02-09,43.14486312866211,43.69855731208034,42.72144505718396,43.63884466641808,27763200
2009-02-10,41.33177185058594,43.209994780833334,41.087495893831274,43.03628642143282,43836100
2009-02-11,40.48497009277344,41.67378575770823,39.95841512567812,41.586933593047576,47897600
2009-02-12,40.83237838745117,40.84866290603045,39.46442084529153,39.93669259176927,42857500
2009-02-13,40.49038314819336,41.027797060314256,40.40896056290416,40.70751970588041,30384300
2009-02-17,38.6935920715332,39.578422951026326,38.62845399360751,39.47528213892934,41844300
2009-02-18,39.0518684387207,39.39928532942444,38.68816288684421,38.81844732701013,34329200
2009-02-19,39.17129898071289,39.605568081076704,38.959587772672435,39.013875034062416,31232400
2009-02-20,38.66644287109375,39.20385258663356,38.11274449862915,38.50901898643362,42809100
2009-02-23,37.6187858581543,39.518724454191634,37.488501372519046,39.22016101819935,40717900
2009-02-24,39.13329315185547,39.241863524528064,37.80876773753978,37.84676633259112,48886900
2009-02-25,39.11158752441406,39.89327358602658,38.27018464510557,38.758741022073835,55505600
2009-02-26,38.514469146728516,39.88785685581684,38.47104512496281,38.959597466743425,37212400
2009-02-27,36.85879135131836,38.12360798473629,36.85879135131835,37.8847573541412,64947400
2009-03-02,35.23569869995117,36.60365182628583,35.19769597550515,36.37023077653621,54827200
2009-03-03,34.9371452331543,35.89254376735282,34.785150858936916,35.74054525159935,48931900
2009-03-04,35.653690338134766,36.12053253225189,35.170563625403105,35.588548122140836,51515300
2009-03-05,33.77546691894531,35.05656818830847,33.7266112918673,34.83943160779109,50244900
